id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
206021,"Nice sunny room ,Central area...you",467895,Ursula,Charlottenburg-Wilm.,Mierendorffplatz,52.52464,13.29949,Private room,35,3,8,2019-09-22,0.48,1,292
206454,Hot Spot Berlin-Mitte apartment!,358915,Diana,Mitte,Brunnenstr. Süd,52.53203,13.40097,Entire home/apt,70,3,34,2019-10-25,0.37,1,10
207740,Schicke Garten-Maisonette in Kreuzberg,1022663,Vanessa,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50042,13.43578,Entire home/apt,195,7,12,2019-07-20,0.44,1,0
208495,CENTRAL VINTAGE-MODERN FLAT,965569,Coco,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51275,13.46358,Entire home/apt,150,2,0,,,1,0
209233,Sunny Apt near Nollendorfplatz,1328204,Jairo,Tempelhof - Schöneberg,Schöneberg-Nord,52.49912,13.35102,Entire home/apt,55,30,2,2018-03-30,0.04,2,4
209649,Berlin Center – Charlottenburg Wilmersdorf,1033300,Thomas,Charlottenburg-Wilm.,Kantstraße,52.51079,13.30216,Private room,35,15,42,2019-10-21,0.42,1,350
210734,VERY CENTRAL AND COSY,1039350,Gosia,Mitte,Moabit West,52.52298,13.33416,Entire home/apt,145,3,296,2019-10-31,2.98,1,323
212348,2 Zimmer mit Balkon in Friedrichshain,1095251,Nadin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50811,13.46326,Private room,60,2,3,2019-10-28,1.32,1,1
212470,furnished room in beautiful old app,1095682,Philipp,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49778,13.38337,Private room,40,5,5,2019-04-21,0.31,1,0
214491,"enchanting room in the centre,",1107206,Lalita,Mitte,Alexanderplatz,52.52076,13.38192,Private room,35,1,193,2019-09-27,1.99,1,336
214518,Chimaysaberlin B&B Front Double Bed,156897,Helen,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51993,13.30056,Private room,51,1,21,2019-11-02,0.24,2,320
214784,Charming Room in a beautiful flat,1108996,Alexandra,Neukölln,Reuterstraße,52.49004,13.42697,Private room,35,2,224,2019-11-10,2.25,1,38
214855,dnb-berlin - private room,706845,Anna,Mitte,Tiergarten Süd,52.50184,13.35465,Private room,45,3,538,2019-11-13,5.92,1,0
220445,Apt. Near Charlottenburg Palace,1142834,Detlef,Charlottenburg-Wilm.,Mierendorffplatz,52.5247,13.29956,Entire home/apt,60,30,20,2019-08-29,0.25,1,312
220808,bright room in three-room apartment,1145078,Antonie,Steglitz - Zehlendorf,Ostpreußendamm,52.4301,13.32693,Private room,45,2,37,2019-11-04,0.43,1,344
221015,clean calm cosy central apartment,1146238,Arzu & Tom,Mitte,Wedding Zentrum,52.54063,13.35147,Entire home/apt,75,1,482,2019-11-03,4.88,2,73
222784,"Queit-central-balcony-WiFi, lease - min 2 months",1156924,Kelly,Mitte,Moabit West,52.5298,13.34037,Entire home/apt,69,60,198,2019-10-15,2.06,3,327
223622,1 bedroom in Berlin Friedrichshain,913422,Kathrin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51503,13.44385,Entire home/apt,45,2,6,2017-01-02,0.07,1,0
224857,HEAVEN ABOVE KREUZBERG - 1561 sqft,1170793,Vincent,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50256,13.41733,Entire home/apt,175,10,108,2019-09-17,1.09,1,14
226108,Homely flat in the heart of Berlin,1178780,Sabine,Mitte,Alexanderplatz,52.52914,13.40294,Entire home/apt,70,30,6,2019-08-27,0.07,1,168
226925,Bungalow-Private Bathroom-Am Wasser,898681,Michael,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.37888,13.65281,Entire home/apt,125,1,2,2018-11-05,0.04,4,357
229075,Sun-drenched three-room-apartment,1195776,Cornelia Und Claudia,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49436,13.42913,Entire home/apt,75,90,46,2019-09-30,0.47,1,228
229099,Nice room near airport Berlin SXF,1196119,Hannes,Treptow - Köpenick,Altglienicke,52.40355,13.53373,Private room,32,1,221,2019-11-05,2.33,1,345
229348,Excl. Studio A Mitte/Hansaviertel,1195177,Annika,Mitte,Moabit Ost,52.51992,13.34149,Entire home/apt,79,5,86,2019-11-10,0.88,2,328
229363,Excl. Studio B Mitte/Hansaviertel,1195177,Annika,Mitte,Moabit Ost,52.52207,13.34353,Entire home/apt,79,4,57,2019-10-25,0.67,2,337
229776,Cosy room in Mitte / Rosenthaler Platz,956350,Arne,Mitte,Alexanderplatz,52.52834,13.40634,Private room,46,3,150,2019-11-05,1.52,1,247
230611,4 bedroom holiday house Berlin,1205340,Christine,Tempelhof - Schöneberg,Lichtenrade,52.39269,13.39163,Entire home/apt,90,60,6,2015-12-18,0.07,1,0
230824,Bright & Roomy in Vintage Home,1206680,Marie,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50684,13.47012,Private room,28,1,237,2019-11-05,2.47,3,0
231220,"1 Room Apartment, Charlottenburg",1209193,Michael,Charlottenburg-Wilm.,Westend,52.5119,13.28474,Entire home/apt,30,60,20,2019-06-08,0.22,1,73
231598,Apartment Berlin,1210839,Maria Teresa,Tempelhof - Schöneberg,Schöneberg-Nord,52.49176,13.35144,Entire home/apt,49,60,62,2018-09-16,0.66,1,257
233083,2-bed-loft-dwelling designers flat,1219893,Katharina,Charlottenburg-Wilm.,Neue Kantstraße,52.50397,13.29597,Entire home/apt,98,60,37,2018-12-31,0.39,1,314
233453,Pretty room in Neukölln/Sonnenallee,1221935,Anne,Neukölln,Reuterstraße,52.48417,13.43728,Private room,32,2,30,2019-10-11,0.32,1,211
233770,Holiday apartment in Berlin's Green,1224097,Bernhard,Marzahn - Hellersdorf,Mahlsdorf,52.47588,13.60761,Entire home/apt,59,2,34,2019-11-12,0.49,1,352
234642,Galerie Remise,1228735,Beate,Reinickendorf,Ost 1,52.56307,13.36523,Entire home/apt,149,5,9,2019-08-19,0.56,1,332
236509,"Berlin City Center, Great Vista",1240004,Georg,Mitte,Alexanderplatz,52.51579,13.41855,Entire home/apt,82,90,39,2018-06-08,0.40,2,108
237359,"Sweet Home , romantic apartment",1244725,Jutta,Reinickendorf,West 5,52.58797,13.2784,Entire home/apt,50,3,4,2019-04-09,0.07,1,184
237670,Apartment Burde 2,920085,Ursula,Neukölln,Buckow Nord,52.44142,13.46075,Entire home/apt,45,2,12,2019-07-15,0.24,2,304
238396,"Within the city, calm and leafy",1250154,Henrik,Pankow,Prenzlauer Berg Südwest,52.53214,13.41519,Entire home/apt,60,2,442,2019-11-13,4.53,2,76
239139,"Central, Berlin Mitte, 4 Pers.",1254352,Jana,Mitte,Brunnenstr. Süd,52.53625,13.39795,Private room,55,90,102,2019-08-12,1.05,2,40
239314,Comfortable Room in Vintage Home,1206680,Marie,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50583,13.47026,Private room,30,2,57,2019-05-24,0.60,3,42
240169,"Berlin, Neukölln, Room B",1259589,Alexine,Neukölln,Rixdorf,52.47917,13.43787,Private room,31,3,147,2018-11-11,3.19,4,0
240735,I want Berlin!,1262812,Heike,Marzahn - Hellersdorf,Biesdorf,52.49958,13.55798,Private room,35,5,21,2019-10-08,0.23,2,251
242366,Chic 2 room apartment  Berlin Mitte,1003245,Maryna,Mitte,Moabit Ost,52.52387,13.35781,Entire home/apt,45,2,129,2019-10-07,1.45,1,278
242794,Elegant renovated apartment 72 m2,1274606,Mario,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51487,13.45561,Entire home/apt,100,4,57,2019-10-28,0.62,1,318
242908,Holiday Apartment in Berlin Wannsee with balcony,1275359,Henning,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.41558,13.16418,Entire home/apt,95,5,0,,,2,284
242927,Holiday Rental in Berlin Wannsee with small garden,1275359,Henning,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.41581,13.16446,Entire home/apt,95,5,1,2018-05-08,0.05,2,280
242978,Exclusive one-bedroom apartment,1275576,Thomas,Mitte,Moabit West,52.52804,13.33021,Entire home/apt,63,2,93,2019-11-04,1.11,6,263
243057,"rooftop-apartement ""Blueberry Hill""  Berlin center",1275795,Arne & Ute,Mitte,Moabit West,52.53067,13.33532,Entire home/apt,165,2,35,2019-10-01,0.62,1,349
243063,Holiday apartment in Berlin Mitte,1275846,Anna,Mitte,Brunnenstr. Süd,52.5285,13.39067,Entire home/apt,130,1,235,2019-10-31,2.62,2,113
243081,"Living with style, apartment 2",1275846,Anna,Mitte,Brunnenstr. Süd,52.5293,13.39084,Entire home/apt,120,1,197,2019-10-25,2.16,2,182
243238,Blue Jewel in Green Borough,1276585,Katharina,Treptow - Köpenick,Johannisthal,52.44596,13.49778,Entire home/apt,68,2,91,2019-11-02,1.58,1,349
245744,Apartment in central Berlin,1289259,Martina,Mitte,Regierungsviertel,52.52198,13.39059,Entire home/apt,150,4,121,2019-10-13,1.28,1,284
245781,1-room FewWo near Alexanderplatz,1289393,Hille,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52484,13.42447,Entire home/apt,70,2,117,2019-10-28,1.24,3,18
245809,2-bedroom apartment Prenzlauer Berg,1289393,Hille,Pankow,Prenzlauer Berg Nord,52.54401,13.43987,Entire home/apt,76,2,49,2019-10-13,0.55,3,8
245827,2-bedroom apartment Gendarmenmarkt,1289393,Hille,Mitte,Regierungsviertel,52.51155,13.40053,Entire home/apt,90,2,115,2019-10-30,1.35,3,26
245991,World stroller's club 2,1290112,Wolfhard,Reinickendorf,West 2,52.58422,13.23114,Entire home/apt,25,30,4,2019-01-31,0.05,2,287
246007,World stroller's club 1,1290112,Wolfhard,Reinickendorf,West 2,52.58203,13.23072,Entire home/apt,21,30,6,2017-02-01,0.07,2,135
248192,Adorable apartment in the City Center of Berlin,662565,Gisella,Tempelhof - Schöneberg,Schöneberg-Nord,52.49782,13.34733,Entire home/apt,53,1,180,2019-11-12,1.95,6,6
248375,Culture and shopping,1301421,Alexander,Charlottenburg-Wilm.,Kantstraße,52.50823,13.31184,Private room,60,4,14,2019-07-28,0.15,2,45
249220,1 room in an apartment in Berlin ,1305769,Laurence,Charlottenburg-Wilm.,Barstraße,52.48159,13.31364,Private room,45,2,5,2016-07-21,0.10,1,0
249419,Studio to feel good Prenzlauerberg!,1306624,Au,Pankow,Helmholtzplatz,52.543,13.42487,Entire home/apt,95,3,175,2019-10-27,1.83,1,328
250007,Exotic holiday apartment in Berlin,1310272,Jörg,Tempelhof - Schöneberg,Schöneberg-Nord,52.49487,13.35171,Entire home/apt,69,2,156,2019-11-13,1.76,1,249
250023,Family- Apartment am KaDeWe 2,1310277,Claudia,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49771,13.33626,Entire home/apt,70,90,45,2019-07-23,0.49,1,270
250067,Great 2bd apt perfect for a couple,1310454,Andrea,Neukölln,Reuterstraße,52.48514,13.44386,Entire home/apt,55,4,3,2015-06-10,0.03,1,0
250121,Cosy single room,1310755,Joe,Pankow,Prenzlauer Berg Südwest,52.53137,13.40813,Private room,55,3,100,2019-11-13,1.12,4,0
250138,Nice double room,1310755,Joe,Pankow,Prenzlauer Berg Südwest,52.53098,13.40699,Private room,60,3,7,2019-09-30,0.07,4,312
250171,Great Double bedroom,1310755,Joe,Pankow,Prenzlauer Berg Südwest,52.53027,13.40789,Private room,60,3,11,2019-04-12,0.12,4,361
250253,Apartment: Luise in Berlin,1311309,Ute,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51874,13.30646,Entire home/apt,97,3,31,2019-09-24,0.47,4,239
250376,142 m² = 1530 ft² ♥LOFT♥ROOMS in Friedrichshain,1312190,Davide,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51213,13.45229,Private room,175,2,100,2019-06-23,1.05,2,178
250684,Lovely four bedroom,1310755,Joe,Pankow,Prenzlauer Berg Südwest,52.52997,13.4078,Private room,95,3,28,2019-09-09,0.32,4,334
250687,Apollo Apartments 1,1310866,Ashraf,Tempelhof - Schöneberg,Schöneberg-Süd,52.48493,13.36053,Entire home/apt,65,3,32,2019-09-12,0.36,2,16
250704,Holiday Apartment with Garden,1314462,Otto,Tempelhof - Schöneberg,Marienfelde,52.42298,13.37529,Entire home/apt,60,4,27,2019-09-11,0.40,1,341
250707,Apartment: Friederike in Berlin,1311309,Ute,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51851,13.30839,Entire home/apt,59,3,8,2019-10-30,0.10,4,265
250729,Apartment: Grazer Gärten in Berlin,1311309,Ute,Tempelhof - Schöneberg,Friedenau,52.46904,13.34768,Entire home/apt,74,3,9,2019-10-29,0.27,4,308
250753,Apartment: Großer Kurfürst,1311309,Ute,Mitte,Tiergarten Süd,52.50026,13.36466,Entire home/apt,97,3,16,2019-09-27,0.69,4,196
250871,Big 1-room-apartment!,386940,Elisabeth,Tempelhof - Schöneberg,Schöneberg-Süd,52.48507,13.34613,Entire home/apt,58,4,11,2019-10-02,0.17,1,305
251398,Modern Room in a nice Environment,1318500,Renate,Spandau,Heerstraße Nord,52.51604,13.17573,Private room,40,1,57,2019-11-03,0.63,1,72
252664,COZY ROOFTOP APARTM.| QUIET&CENTRAL,1326442,Berliner,Mitte,Brunnenstr. Nord,52.53935,13.39111,Entire home/apt,79,3,77,2019-11-02,0.79,1,356
252699,*** modern-cozy-design apartment ,1326695,Stina,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51461,13.45033,Entire home/apt,56,60,2,2015-03-09,0.02,1,298
252933,Room vibrant but cozy Schoeneberg,1328204,Jairo,Tempelhof - Schöneberg,Schöneberg-Nord,52.49839,13.35009,Private room,80,2,142,2019-11-11,1.64,2,261
252967,Pension am Traveplatz Zimmer 1,1328326,Wolfram,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51144,13.47146,Private room,32,2,40,2018-10-14,0.44,3,301
252993,Pension am Traveplatz Zimmer 2,1328326,Wolfram,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51207,13.47165,Private room,32,2,171,2019-11-03,1.89,3,145
253005,Pension am Traveplatz Zimmer 3,1328326,Wolfram,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51122,13.47062,Private room,28,2,56,2019-10-26,0.59,3,301
253128,Studio Apartment in Kreuzkölln,1329012,Bea,Neukölln,Reuterstraße,52.49114,13.42831,Private room,49,4,80,2019-10-20,1.21,2,0
254576,Chalet at Kurfürstendamm citycenter,1337197,Angelika,Charlottenburg-Wilm.,Neue Kantstraße,52.5028,13.30374,Entire home/apt,70,91,10,2019-09-25,1.38,1,0
254762,Cosy StudioFlat in trendy Kreuzberg,1171000,Bernardo,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50323,13.43322,Entire home/apt,80,93,95,2018-07-22,0.97,3,159
254788,Cosy Flat in Kreuzberg 36!,1171000,Bernardo,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49768,13.41314,Entire home/apt,50,93,101,2019-11-03,1.06,3,231
255194,Modern two-bedroom apartment,1340959,Sybille,Charlottenburg-Wilm.,Schloß Charlottenburg,52.5123,13.29098,Entire home/apt,67,7,1,2012-07-27,0.01,10,354
255201,Beautiful and modern rooms (DBZ),1340959,Sybille,Charlottenburg-Wilm.,Schloß Charlottenburg,52.5126,13.2927,Entire home/apt,40,1,0,,,10,356
255204,"Nice double room, great location (TWIN)",1340959,Sybille,Charlottenburg-Wilm.,Schloß Charlottenburg,52.51122,13.29122,Entire home/apt,38,1,4,2014-06-29,0.04,10,354
255205,Nice room in great location (TRIPL),1340959,Sybille,Charlottenburg-Wilm.,Schloß Charlottenburg,52.51197,13.29191,Entire home/apt,40,1,0,,,10,359
255209,Nice room in top location (Economy),1340959,Sybille,Charlottenburg-Wilm.,Schloß Charlottenburg,52.51207,13.29227,Entire home/apt,40,1,0,,,10,277
255557,Cosy studio FridayBerlin for you,1343263,Agnieszka,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50898,13.46649,Entire home/apt,55,3,149,2019-10-28,1.66,1,143
255722,Renovated apt in an old building,1344455,Wolfram,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49595,13.38529,Entire home/apt,75,3,118,2019-10-24,1.23,1,264
255778,Beautiful apt. in a great location,1344754,Bwk,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49701,13.4437,Entire home/apt,96,2,193,2019-10-30,3.08,1,268
255829,Idyllic located Apartment,1345035,Sylvia,Tempelhof - Schöneberg,Lichtenrade,52.39179,13.41011,Entire home/apt,58,3,59,2019-10-29,0.68,2,313
255912,Apartment in a great location,1345381,Ulrike Und Kai,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50876,13.46817,Entire home/apt,50,4,102,2019-10-16,1.16,1,13
256058,TOP Furnished Room in Graefekiez,1346383,Gaby,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49429,13.41749,Private room,42,1,88,2019-10-26,0.99,1,365
257317,Apartment in the heart of Berlin,1354122,Heike & Heinrich,Steglitz - Zehlendorf,Albrechtstr.,52.4637,13.34194,Entire home/apt,59,2,141,2019-11-09,1.66,3,245
257373,Sunny Boutique Studio in Center,1303212,David,Pankow,Prenzlauer Berg Südwest,52.53861,13.41678,Entire home/apt,109,1,154,2019-10-30,1.63,1,27
257766,100 qm Penthouse-Loft Berlin-Mitte,689674,Lisa,Mitte,Regierungsviertel,52.51908,13.39615,Entire home/apt,168,6,74,2019-10-14,0.76,1,95
260095,Nice Apartment in Berlin,1365065,Lutz,Neukölln,Buckow,52.42482,13.44685,Entire home/apt,55,1,55,2019-10-27,0.82,1,327
261452,"Wendt apartment, 1st floor, central",1371414,Niklas,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49983,13.46436,Entire home/apt,55,3,97,2019-10-24,1.00,4,257
263817,Lovely_room_Berlin_Neukölln,1152791,ClaasFlorian,Neukölln,Reuterstraße,52.4893,13.42606,Private room,45,2,14,2019-08-21,0.91,1,286
264459,"Central, cosy and one-of-a-kind",1250154,Henrik,Pankow,Prenzlauer Berg Südwest,52.53203,13.41705,Entire home/apt,60,2,499,2019-11-10,5.37,2,95
265354,Nice apartment in Berlin,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50935,13.44577,Hotel room,85,1,14,2019-09-25,0.21,17,298
265389,Beautiful single room in Berlin,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50888,13.44705,Hotel room,19,1,1,2016-01-22,0.02,17,65
265394,Stylish double room in Berlin,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50948,13.44656,Hotel room,59,1,38,2019-10-30,0.66,17,298
265400,Lovely 2-bed room in Berlin,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50876,13.44517,Hotel room,29,1,5,2019-10-30,0.10,17,210
265402,Nice room for 3 persons,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51064,13.44567,Hotel room,18,1,22,2019-11-12,0.39,17,266
265408,Elegant 4-bed room in Berlin,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51093,13.44706,Hotel room,20,1,12,2019-10-30,0.18,17,280
265444,Nice and big 8-bed-room in Berlin,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51044,13.44533,Shared room,15,1,77,2019-10-26,0.87,17,287
265543,Super-Central Kreuzberg Homestay,596107,Andrew,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49959,13.43811,Private room,40,3,182,2019-11-05,1.98,1,0
265559,family-oasis Berlin-Charlottenburg,1392678,Peter & Jan Ramesh,Charlottenburg-Wilm.,Westend,52.51234,13.26308,Entire home/apt,129,6,15,2019-06-17,0.16,1,11
265955,Top Central Charming Relaxed Berlin,1394961,Antonella,Tempelhof - Schöneberg,Schöneberg-Nord,52.49164,13.34994,Entire home/apt,55,93,11,2016-12-15,0.12,1,64
266086,Private Ferienwohnung in Berlin,1395425,Hansjörg,Treptow - Köpenick,Baumschulenweg,52.45117,13.48789,Entire home/apt,85,3,7,2019-09-20,0.11,1,226
266181,Single Room Apt in heart of  F'hain,1395699,Tim,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50918,13.46036,Entire home/apt,48,3,38,2019-08-10,0.43,1,0
267399,Attention to Every Little Detail.,1402232,Abigail,Neukölln,Reuterstraße,52.48936,13.42643,Entire home/apt,55,60,40,2016-04-26,0.44,1,317
267764,Berlin Mitte luxury,1382226,Patrick,Mitte,Brunnenstr. Süd,52.53785,13.39818,Entire home/apt,129,3,96,2019-10-29,1.03,1,167
267951,Modernes Apartment in Berlin P´berg,1404760,Frank,Pankow,Helmholtzplatz,52.54416,13.42026,Entire home/apt,65,2,228,2019-10-24,3.31,1,237
268910,Southeast of Berlin - fantastic apartment,1408921,Dieter,Treptow - Köpenick,Altglienicke,52.41706,13.54247,Entire home/apt,46,3,22,2019-10-25,0.36,1,287
268967,"Wendt-Apartment, 2nd floor, quiet",1371414,Niklas,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50005,13.46144,Entire home/apt,55,2,98,2019-11-09,1.12,4,229
268974,Flat Familie Heucke,1409188,Peter,Neukölln,Rudow,52.41939,13.48618,Entire home/apt,55,5,20,2019-08-01,0.25,1,316
269455,rent a flat or room in kreuzberg,1411715,L. Anabel,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49563,13.40094,Entire home/apt,65,1,2,2018-07-26,0.12,1,0
270477,QUIET GARDEN APT(child friendly),540534,Doris,Pankow,Helmholtzplatz,52.54336,13.41736,Entire home/apt,89,3,201,2019-10-13,2.09,1,321
271340,Central & Homelike Apartment,1420077,Kai,Mitte,Brunnenstr. Süd,52.53871,13.40287,Entire home/apt,70,5,89,2019-11-11,0.98,1,22
271739,"X-Berg: central, quiet, bright, cosy and large",1422088,Gabriele,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50329,13.42017,Private room,40,4,249,2019-11-01,2.76,3,82
273011,Luxurious 2BR in prime location,1428703,Susanne,Charlottenburg-Wilm.,Halensee,52.49741,13.29651,Entire home/apt,125,3,75,2019-11-03,0.85,1,188
273076,"nice apartment in Samoastr., Berlin",1428852,Jane,Mitte,Wedding Zentrum,52.54179,13.35419,Entire home/apt,61,3,108,2019-11-13,1.48,1,0
273986,CHEERFUL KREUZKÖLLN/super balcony!,1433030,M,Neukölln,Reuterstraße,52.48429,13.43457,Entire home/apt,43,60,232,2018-10-19,2.40,1,126
274072,PRETTY + CENTRAL,1433140,Dan,Pankow,Prenzlauer Berg Nord,52.54947,13.41732,Entire home/apt,60,3,126,2017-08-28,1.36,1,0
274623,"Modern, furnished, warm flat!",1435994,Bil,Mitte,Alexanderplatz,52.52963,13.40464,Entire home/apt,65,3,28,2016-04-28,0.30,1,0
274686,Beautiful tranquil appartment in Kreuzberg,1436010,Jade,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50107,13.44021,Entire home/apt,80,10,28,2019-08-30,0.29,1,0
274798,Splendid and Spacious in Kreuzberg,404149,Gernot,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.50075,13.44546,Private room,50,2,94,2019-11-08,1.05,2,163
275472,Luxus Flat Top Roof Berlin WELCOME,1439853,Lola,Neukölln,Rixdorf,52.47819,13.43962,Entire home/apt,70,2,50,2019-09-30,0.57,1,336
277245,COSY 2 ROOM APARTMENT IN MITTE,586475,Nancy,Mitte,Brunnenstr. Süd,52.53239,13.40097,Entire home/apt,115,7,26,2018-07-08,0.27,1,0
278415,NEW Berlin Bellevue *Victory Column,1453075,Daniel,Mitte,Moabit Ost,52.51941,13.3527,Entire home/apt,75,60,65,2018-01-07,0.73,1,248
